,level_0,index,series_name,network,season,title,imdb,engagement,date_aired,década,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
31,30,31,The New Scooby-Doo Movies,CBS,1,A Good Medium Is Rare,7.1,227.91,10/14/1972,1971-1980,41,Serie,"The Gargoyle,Phantoms,Phantoms","Male,Male,Male","Possessed Object,Ghost,Ghost","Statue,Phantom,Phantom","Gargoyle,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Forest,United States,4,FALSE,TRUE,Alberto,Male,1,Theft,,,FALSE,0,0,0,0,0,1,0,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
32,31,32,The New Scooby-Doo Movies,CBS,1,Sandy Duncan's Jekyll and Hyde,4.4,145.7,10/21/1972,1971-1980,41,Serie,"Ghost,Sheik,Mummy,Pirate,Dragon,Wolfman,Grizzly Bear,Indian,Mr. Hyde","Male,Male,Male,Male,Male,Male,Male,Male,Male","Ghost,Disguised,Undead,Disguised,Animal,Animal,Animal,Ancient,Disguised","Phantom,Sheik,Mummy,Pirate,Dragon,Humanoid,Bear,Indian,Split-Personality","Human,Human,Human,Human,Dragon,Human,Bear,Human,Human",FALSE,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,4,TRUE,FALSE,Zalia Z. Fairchild,Male,1,Preservation,,,FALSE,0,0,0,0,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
33,32,33,The New Scooby-Doo Movies,CBS,1,The Secret of Shark Island,5.5,188.39,10/28/1972,1971-1980,41,Serie,"Shark Men,Shark Men","Male,Male","Animal,Animal","Sea-Monster,Sea-Monster","Shark,Shark",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Island,United States,2,FALSE,TRUE,Milo Meekly,Male,1,Treasure,,,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
34,33,34,The New Scooby-Doo Movies,CBS,1,The Spooky Fog of Juneberry,5.1,170.22,11/4/1972,1971-1980,43,Serie,"Skeleton Man,Lady Ghost,3-Eyed Spook,Giant,Brontosaurus,Headless Horsemen of Sleepy Hollow,Skeleton Stage Driver","Male,Female,Male,Male,Male,Male,Male","Undead,Ghost,Ghost,Ghost,Ancient,Ghost,Ghost","Skeleton,Phantom,Phantom,Phantom,Brontosaurus,Headless,Phantom","Human,Human,Human,Human,Dinosaur,Human,Human",FALSE,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,United States,2,FALSE,TRUE,Gene Haultrey,Male,1,Theft,you people,,FALSE,3,1,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
35,34,35,The New Scooby-Doo Movies,CBS,1,The Ghost of Bigfoot,3.6,149.76,11/11/1972,1971-1980,43,Serie,The Ghost of Bigfoot,Male,Ghost,Half-Human,Big Foot,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Snow,Vermont,4,FALSE,TRUE,Jonathan Crabtree,Male,1,Theft,,,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
36,35,36,The New Scooby-Doo Movies,CBS,1,The Ghost of the Red Baron,5.2,181.95,11/18/1972,1971-1980,43,Serie,Ghost of the Red Baron,Male,Ghost,Pilot,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,United States,3,FALSE,TRUE,Mr. Siegfried,Male,1,Competition,,,FALSE,0,0,0,0,0,0,0,0,1,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
37,36,37,The New Scooby-Doo Movies,CBS,1,The Ghostly Creep from the Deep,4.8,141.6,11/25/1972,1971-1980,43,Serie,"Ghost of Redbeard,Ghost of Redbeard's crew,Ghost of Redbeard's crew,Ghost of Redbeard's crew","Male,Male,Male,Male","Ghost,Ghost,Ghost,Ghost","Pirate,Pirate,Pirate,Pirate","Human,Human,Human,Human",FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Swamp,United States,1,TRUE,TRUE,Oil Pirate,Male,1,Natural Resource,,,FALSE,1,0,0,0,0,1,0,0,0,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
38,37,38,The New Scooby-Doo Movies,CBS,1,The Haunted Horseman of Hagglethorn Hall,4.7,171.66,12/2/1972,1971-1980,41,Serie,"Haunted Horseman,Moat Monster","Male,Male","Ghost,Animal","Horseman,Amphibian","Human,Frog",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,United States,4,FALSE,FALSE,"Duke of Strathmore,Cyrus Wheedly","Male,Male",2,Competition,brats,,FALSE,0,0,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
39,38,39,The New Scooby-Doo Movies,CBS,1,The Phantom of the Country Music Hall,7.1,229.42,12/9/1972,1971-1980,41,Serie,"Possessed Viking Mannequin,Possessed Davy Crockett Mannequin","Male,Male","Possessed Object,Possessed Object","Viking,Soldier","Human,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,Tennessee,2,FALSE,TRUE,"Bertha,Ben Bing","Female,Male",2,Theft,,,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
40,39,40,The New Scooby-Doo Movies,CBS,1,The Caped Crusader Caper,6.6,211.43,12/16/1972,1971-1980,43,Serie,"Dryad,Troll","Male,Male","Mythical,Mythical","Tree,Humanoid","Dryad,Troll",FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,United States,2,FALSE,TRUE,"The Joker,The Penguin","Male,Male",2,Theft,,,FALSE,0,0,0,0,1,1,0,0,5,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
41,40,41,The New Scooby-Doo Movies,CBS,1,The Lochness Mess,5,160.1,12/23/1972,1971-1980,43,Serie,"Sea Serpent,Ghost of Paul Revere,Minuteman Ghost,Redcoat Ghost","Male,Male,Male,Male","Mythical,Ghost,Ghost,Ghost","Sea-Monster,Phantom,Phantom,Phantom","Serpent,Human,Human,Human",FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,Massachusetts,4,FALSE,TRUE,"Morgan,Winslow,Selby","Male,Male,Male",3,Treasure,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
42,41,42,The New Scooby-Doo Movies,CBS,2,The Mystery of Haunted Island,5,178.24,9/8/1973,1971-1980,44,Serie,"Hooded Ghosts,Hooded Ghosts,Hooded Ghosts","Male,Male,Male","Ghost,Ghost,Ghost","Phantom,Phantom,Phantom","Human,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Island,United States,2,FALSE,FALSE,"Scorpions Owner,Scorpions Coach,Scorpions Trainer","Male,Male,Male",3,Competition,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
43,42,43,The New Scooby-Doo Movies,CBS,2,The Haunted Showboat,6.1,190.81,9/15/1973,1971-1980,43,Serie,"Ghost of Injun Joe,Ghost of Captain Scavenger","Male,Male","Ghost,Ghost","Phantom,Phantom","Human,Human",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Coast,Missouri,3,FALSE,TRUE,"Jack Canna,Jack Canna's Partner","Male,Male",2,Counterfeit,,,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
44,43,44,The New Scooby-Doo Movies,CBS,2,Mystery in Persia,6.7,217.98,9/22/1973,1971-1980,43,Serie,Jadal,Male,Mythical,Phantom,Genie,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,Iran,3,FALSE,TRUE,Abdullah,Male,1,Competition,,,FALSE,3,0,0,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
45,44,45,The New Scooby-Doo Movies,CBS,2,The Spirited Spooked Sports Show,5.9,204.37,9/29/1973,1971-1980,43,Serie,Spirit of Fireball McPhan,Male,Ghost,Phantom,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Urban,United States,3,FALSE,TRUE,"Jesse Finster,Mr Griffith's Twin Brother","Male,Male",2,Competition,,,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
46,45,46,The New Scooby-Doo Movies,CBS,2,The Exterminator,3.1,127.91,10/6/1973,1971-1980,44,Serie,"Cat Creature,Frankenstein,Creepy Man,Ghost Bird,Unknown Exterminator,Ghostly Man,Invisible Couple,Sea Monster","Male,Male,Male,Male,Male,Male,Male,Male","Animal,Undead,Disguised,Animal,Disguise,Ghost,Ghost,Animal","Humanoid,Frankenstein's Monster,Creepy,Headless,Exterminator,Phantom,Phantom,Sea-Monster","Human,Human,Human,Bird,Human,Human,Human,Fish",FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,California,1,FALSE,FALSE,"Otto,Lorne Chumley","Male,Male",2,Competition,,,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
47,46,47,The New Scooby-Doo Movies,CBS,2,The Weird Winds of Winona,4.8,168.79,10/13/1973,1971-1980,44,Serie,"Windmakers,Windmakers,Windmakers,Windmakers","Male,Male,Male,Male","Disguised,Disguised,Disguised,Disguised","Hooded,Hooded,Hooded,Hooded","Human,Human,Human,Human",FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Rural,Mississippi,2,FALSE,TRUE,P.J. Peabody,Male,1,Competition,those meddling kids,,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
48,47,48,The New Scooby-Doo Movies,CBS,2,The Haunted Candy Factory,3.9,158.66,10/20/1973,1971-1980,43,Serie,"Green Globs,Green Globs","Male,Male","Possessed Object,Possessed Object","Humanoid,Humanoid","Human,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Urban,United States,2,FALSE,TRUE,"Mr. Crink,Sterling Smith","Male,Male",2,Smuggling,,,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
49,48,49,The New Scooby-Doo Movies,CBS,2,The Haunted Carnival,6.3,205.03,10/27/1973,1971-1980,43,Serie,Ghostly Strongman,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,United States,0,FALSE,TRUE,Masked Marvel,Male,1,Competition,,,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
50,49,50,The Scooby-Doo Show,ABC,1,High Rise Hair Raiser,6.2,212,9/11/1976,1971-1980,24,Serie,"Specter of Ebenezer Crabbe,Ghost of Netty Crabbe","Male,Female","Ghost,Ghost","Phantom,Phantom","Human,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,"Jim Rivets,Red Sparks","Male,Male",2,Theft,,,FALSE,0,0,0,0,0,2,0,0,6,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
51,50,51,"Dynomutt, Dogwonder",ABC,Crossover,Everyone Hyde!,5.8,207.85,9/11/1976,1971-1980,22,CrossOver,"Mr. Hyde,Snitch","Male,Male","Disguised,Animal","Split-Personality,Split-Personality","Human,Hound",TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Urban,United States,2,FALSE,TRUE,Willie the Weasel,Male,1,Theft,,,FALSE,0,0,0,1,0,0,0,0,3,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
52,51,52,The Scooby-Doo Show,ABC,1,The Fiesta Host is an Aztec Ghost,4.9,194.24,9/18/1976,1971-1980,24,Serie,"Ghost of King Katazuma,Aztec Statue Monster","Male,Male","Ghost,Possessed Object","Phantom,Statue","Human,Human",FALSE,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,Mexico,4,FALSE,TRUE,"Prof. Stonehack,Elina Stonehack","Male,Female",2,Treasure,,,FALSE,2,0,1,0,0,0,0,0,8,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
53,52,53,"Dynomutt, Dogwonder",ABC,Crossover,"What Now, Lowbrow?",5.9,184.22,9/18/1976,1971-1980,22,CrossOver,"Lowbrow,Lowbrow's Henchmen,Lowbrow's Henchmen","Male,Male,Male","Super-Villain,Super-Villain,Super-Villain","Idiot,Henchman,Henchman","Human,Human,Human",TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Urban,United States,1,FALSE,TRUE,,,3,Theft,,,FALSE,0,0,0,0,0,2,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
54,53,54,The Scooby-Doo Show,ABC,1,The Gruesome Game of the Gator Ghoul,4.8,155.97,9/25/1976,1971-1980,24,Serie,Ghost of Gator Ghoul,Male,Ghost,Amphibian,Alligator,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Swamp,Georgia,4,FALSE,TRUE,Alice Dovely,Female,1,Competition,,,FALSE,0,0,1,0,1,1,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
55,54,55,The Scooby-Doo Show,ABC,1,Whatta Shocking Ghost,4.6,172.45,10/2/1976,1971-1980,24,Serie,10000 Volt Ghost,Male,Ghost,Electric,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Snow,United States,3,FALSE,TRUE,"Mr. Voltner,Mayor Dudley","Male,Male",2,Competition,you meddling kids,,FALSE,1 box,1,0,0,0,0,0,0,5,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
56,55,56,The Scooby-Doo Show,ABC,1,The Headless Horseman of Halloween,5.1,177.56,10/9/1976,1971-1980,24,Serie,Headless Horseman,Male,Ghost,Headless,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Rural,United States,4,FALSE,TRUE,Elwood Crane,Male,1,Theft,,,FALSE,0,0,0,0,0,0,0,0,10,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
57,56,57,The Scooby-Doo Show,ABC,1,Scared a Lot in Camelot,3.2,134.81,10/16/1976,1971-1980,24,Serie,"Ghost of Merlin,Black Knight","Male,Male","Ghost,Possessed Object",Witch,"Human,Human",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,United States,3,FALSE,TRUE,Zarko,Male,1,Theft,,,FALSE,a couple,0,0,1,0,0,0,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
58,57,58,The Scooby-Doo Show,ABC,1,The Harum-Scarum Sanitarium,5.6,182.58,10/23/1976,1971-1980,24,Serie,Ghost of Dr. Coffin,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,Canada,2,FALSE,TRUE,Officer Oldfield,Male,1,Smuggling,,,FALSE,0,1,0,0,4,0,0,0,13,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
59,58,59,The Scooby-Doo Show,ABC,1,The No-Face Zombie Chase Case,5.3,183.95,10/30/1976,1971-1980,24,Serie,"No-Face Zombie,Gorilla","Male,Male","Undead,Animal","Zombie,Beast","Human,Gorilla",FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,5,FALSE,TRUE,Mr. Dilly,Male,1,Theft,these meddling kids,,TRUE,1,0,0,0,0,0,0,0,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
60,59,60,The Scooby-Doo Show,ABC,1,Mamba Wamba and the Voodoo Hoodoo,4.9,181.53,11/6/1976,1971-1980,24,Serie,"Mamba Wamba,Zombie Lila,Mamba Zombie,","Male,Female,Male","Ghost,Undead,Undead","Witch Doctor,Zombie,Zombie","Human,Human,Human",FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Swamp,United States,5,FALSE,TRUE,"Rodger,Lila","Male,Female",2,Extortion,,,FALSE,2,2,0,0,2,1,0,0,9,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
61,60,61,The Scooby-Doo Show,ABC,1,A Frightened Hound Meets Demons Underground,7,228.27,11/13/1976,1971-1980,24,Serie,Demon,Male,Mythical,Demon,Demon,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Washington,4,FALSE,TRUE,Sam Crenshaw,Male,1,Theft,you and that dog coming along,,FALSE,0,1,0,0,5,1,0,1,12,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
62,61,62,"Dynomutt, Dogwonder",ABC,Crossover,The Wizard of Ooze,4.7,163.54,11/13/1976,1971-1980,22,CrossOver,Swamp Rat,Male,Animal,Humanoid,Rat,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Swamp,United States,0,FALSE,TRUE,Mudmouth,Male,2,Theft,,,FALSE,0,0,0,0,0,2,0,0,3,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
63,62,63,The Scooby-Doo Show,ABC,1,A Bum Steer for Scooby,5.7,199.88,11/20/1976,1971-1980,24,Serie,"Tamuka the Ghost Bull,Medicine Man Ghost,Talking Bull","Male,Male,Male","Ghost,Ghost,Animal","Beast,Witch Doctor,Beast","Bull,Human,Bull",FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Rural,Texas,5,FALSE,TRUE,"Sam Farren,Lenny,Sam Farren's Foreman","Male,Male,Male",3,Theft,pesky pair in the cow costume,,FALSE,0,0,1,0,0,3,1,1,4,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
64,63,64,The Scooby-Doo Show,ABC,1,There's a Demon Shark in the Foggy Dark,3.1,130.57,11/25/1976,1971-1980,24,Serie,Demon Shark,Male,Mythical,Demon,Shark,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,4,FALSE,TRUE,Mr. Wells,Male,1,Smuggling,,,FALSE,0,0,1,0,0,1,0,0,7,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
